,count,mean,std,min,25%,50%,75%,max
R,12.0,0.9041252154886733,0.4602871001665618,0.0,0.8932655905756814,0.9940529488316651,1.1517929176526047,1.5041687605745784
CC,12.0,3146.671729390681,3178.843711723323,0.0,764.9911290322581,2193.504301075269,4444.462903225806,9454.935483870968
ER,12.0,0.5317777777777778,0.026846406042451636,0.4828888888888889,0.5209722222222222,0.539,0.5460555555555555,0.565111111111111
UR,12.0,0.09389814814814813,0.026479327571277387,0.049666666666666665,0.08169444444444443,0.08966666666666667,0.1149722222222222,0.13655555555555557
HI,12.0,5.921114578469035,0.22012653239720167,5.5976074408031,5.752856117953234,5.9067298521033065,6.025983749517209,6.256878833099317
